PublicationID,Year,Citation,ArticleTitle,DOI
2384,1928,"Hansen, G. H. 1928. Hairy mammoth skeleton in Utah. Science 68:621.",NULL,NULL
2385,1992,"Hansen, M. C. 1992. Indian Trail Caverns—a window on Ohio's Pleistocene bestiary. Ohio Geology, Spring 1992:1,3.",NULL,NULL
2386,1978,"Hansen, M. C., D. Davids, F. Erwin, G. R. Haver, J. E. Smith, and R. P. Wright. 1978. A radiocarbon-dated mammoth site, Marion County, Ohio. Ohio Journal of Science 78(2):103-105.",NULL,NULL
2387,1978,"Hansen, R. M. 1978. Shasta ground sloth food habits, Rampart Cave, Arizona. Paleobiology 4:302-319.",NULL,NULL
2388,1980,"Hansen, R. M. 1980. Late Pleistocene plant fragments in the dungs of herbivores at Cowboy Cave. Pages 179-189 in Cowboy Cave (J. D. Jennings, editor), University of Utah Anthropological Paper 104.",NULL,NULL
2389,1966,"Hanson, L. H. 1966. The Hardin Village site. University of Kentucky, Studies in Anthropology 4:1-184.",NULL,NULL
2390,1971,"Hardman, C., Jr. 1971. The primitive solar observatory at Crystal River and its implications. Florida Anthropologist 16(3):81-92.",NULL,NULL
2391,1975,"Harington, C. R. 1975. Pleistocene muskoxen (Symbos) from Alberta and British Columbia. Canadian Journal of Earth Science 12(6):903-919.",NULL,NULL
2392,1978,"Harington, C. R. 1978. Quaternary vertebrate faunas of Canada and Alaska and their suggested chronological sequence. Syllogeus 15:1-105.",NULL,NULL
2393,1984,"Harington, C. R. 1984. Ungulate remains from Stanton's Cave and identification list. Pages 69-75 in The archaeology, geology, and paleobiology of Stanton's Cave (R. C. Euler, editor), Grand Canyon Natural History Association, Monograph No. 6.",NULL,NULL
2394,1989,"Harrell, L. L. 1989. The Buffalo Hump site: late Prehistoric occupation in the Great Divide Basin, Wyoming. Bulletin Cultural Resource Series 7.",NULL,NULL
2395,1986,"Harrell, L. L., and S. T. McKern. 1986. The Maxon Ranch site: Archaic and late Prehistoric habitation in southwestern Wyoming. Cultural Resource Management Report 18.",NULL,NULL
2396,1933,"Harrington, M. R. 1933. Gypsum Cave, Nevada. Southwest Museum Papers 8.",NULL,NULL
2397,1963,"Harris, A. H. 1963. Vertebrate remains and past environmental reconstruction in the Navajo Reservoir district. Museum of New Mexico, Papers in Anthropology 11.",NULL,NULL
2398,1970,"Harris, A. H. 1970. The Dry Cave mammalian fauna and late pluvial conditions in southeastern New Mexico. Texas Journal of Science 22(1):3-27.",NULL,NULL
2399,1977,"Harris, A. H. 1977. Wisconsin age environments in the northern Chihuahuan desert evidence from the higher vertebrates. Pages 23-52 in Transactions of the symposium on the biological resources of the Chihuahuan Desert Region, United States and Mexico (R. H. Wauer and D. H. Riskind, editors), National Park Service Transactions and Proceedings Series 3.",NULL,NULL
2400,1978,"Harris, A. H. 1978. The Mummy Cave tetrapods. Pages 146-151 in The Mummy Cave project in northwest Wyoming (by H. McCracken, W. Wedel, R. Edgar, J. Moss, H. E. Wright, W. Husted, and W. Mulloy), Buffalo Bill Historical Center, Cody.",NULL,NULL
2401,1980,"Harris, A. H. 1980. The paleontology of Dry Cave, New Mexico. National Geographic Society Research Report 12:331-338.",NULL,NULL
2403,1985,"Harris, A. H. 1985. Late Pleistocene vertebrate paleoecology of the west. University of Texas Press, Austin.",NULL,NULL
2404,1987,"Harris, A. H. 1987. Reconstruction of Mid-Wisconsin environments in southern New Mexico. National Geographic Research 3(2):142-151.",NULL,NULL
2405,1964,"Harris, A. H., and J. S. Findley. 1964. Pleistocene-Recent fauna of the Isleta Caves, Bernalillo County, New Mexico. American Journal of Science 262:114-120.",NULL,NULL
2406,1978,"Harrison, B. R., and K. L. Killen. 1978. Lake Theo: a stratified early man bison butchering and camp site, Bristol County, Texas. Panhandle-Plains Historical Museum, Special Archeological Report 1:1-108.",NULL,NULL
2407,1966,"Harrison, S. 1966. The Schmidt site (20SA192), Saginaw County, Michigan. Michigan Archaeologist 12:49-70.",NULL,NULL
2408,1979,"Harvey, A. E. 1979. Oneota culture in northwestern Iowa. University of Iowa, Office of the State Archaeologist Report 12:1-251.",NULL,NULL
2409,1982,"Hattori, E. M. 1982. The archaeology of Falcon Hill, Winnemucca Lake, Washoe County, Nevada. Nevada State Museum Anthropological Papers 18.",NULL,NULL
2410,1950,"Haury, E. 1950. The stratigraphy and archeology of Ventana Cave, Arizona. University of New Mexico Press, Albuquerque.",NULL,NULL
2411,1976,"Haury, E. 1976. The Hohokam desert farmers and craftsmen: excavations at Snaketown, 1964-1965. University of Arizona Press, Tuscon.",NULL,NULL
2412,1965,"Hawksley, O. 1965. Short-faced bear (Arctodus) fossils from Ozark caves. National Speleological Society Bulletin 27(3):77-92.",NULL,NULL
2413,1966,"Hawksley, O. 1966. Pleistocene bear fossils from a “bear bed” in Perkins Cave, Missouri. National Speleological Society Bulletin 28:96-97.",NULL,NULL
2414,1986,"Hawksley, O. 1986. Remains of Quaternary vertebrates from Ozark caves and other miscellaneous sites. Missouri Speleology 26(1-2):1-67.",Remains of Quaternary vertebrates from Ozark caves and other miscellaneous sites,NULL
2415,1973,"Hawksley, O., J.F. Reynolds, and R.L. Foley. 1973. Pleistocene vertebrate fauna of Bat Cave, Pulaski County, Missouri. National Speleological Society Bulleti 35:61-87.","Pleistocene vertebrate fauna of Bat Cave, Pulaski County, Missouri",NULL
2416,1980,"Hawksley, O., N. W. Youngsteadt, and J. O. Youngsteadt. 1980. A sabertooth cat Smilodon floridanus (Leidy), from Hurricane River Cave, Northwest Arkansas. National Speleological Society Bulletin 42:8-14.",NULL,NULL
2417,1923,"Hay, O. P. 1923. The Pleistocene of North America and its vertebrated animals from states east of the Mississippi River and from the Canadian provinces east of longitude 95ø. Carnegie Institution of Washington Publication 322.",NULL,NULL
2418,1975,"Hayes, A. C., and J. A. Lancaster. 1975. Badger House community, Mesa Verde National Park. U.S. Department of the Interior, National Park Service, Wetherill Mesa Studies, Publications in Archeology 7E.",NULL,NULL
2419,1967,"Haynes, C. V. 1967. Preliminary report on the late Quaternary geology of the San Pedro Valley, Arizona. Arizona Geological Society Guidebook 3:79-96.",NULL,NULL
2420,1967,"Haynes, C. V. 1967. Quaternary geology of the Tule Springs area, Clark County. Nevada State Museum Anthropological Papers 13(Part I):16-104.",NULL,NULL
2421,1970,"Haynes, C. V. 1970. Geochronology of man-mammoth sites and their bearing on the origin of the Llano Complex. Pages 77-92 in Pleistocene and Recent environments of the central Great Plains (W. Dort, Jr., and J. K. Jones, Jr., editors), University of Kansas, Special Publication No. 3.",NULL,NULL
2422,1973,"Haynes, C. V. 1973. Geochronology and paleohydrology of the Murray Springs Clovis site, Arizona. Geological Society of America, Annual Meeting, Dallas.",NULL,NULL
2423,1980,"Haynes, C. V. 1980. The Clovis culture. Canadian Journal of Anthropology 1(1):115-121.",NULL,NULL
2424,1985,"Haynes, C. V. 1985. Mastodon-bearing springs and late Quaternary geochronology of the lower Pomme de Terre Valley, Missouri. Geological Society of America, Special Paper 204:1-35.",NULL,NULL
2425,1960,"Haynes, C. V., and G. Agogino. 1960. Geological significance of a new radiocarbon date from the Lindenmeier site. Denver Museum of Natural History Proceedings 9.",NULL,NULL
2426,1966,"Haynes, C. V., and G. Agogino. 1966. Prehistoric springs and geochronology of the Clovis site. American Antiquity 31(6): 812-821.",NULL,NULL
2427,1986,"Haynes, C. V., and G. Agogino. 1986. Geochronology of Sandia Cave. Smithsonian Institution Press, Smithsonian Contributions to Anthropology 32.",NULL,NULL
2428,1967,"Haynes, C. V., Jr., D. C. Grey, P. E. Damon, and R. Bennett. 1967. Arizona radiocarbon dates VII. Radiocarbon 9:1-14.",NULL,NULL
2429,1971,"Haynes, C. V., Jr., D. C. Grey, and A. Long. 1971. Arizona radiocarbon dates VIII. Radiocarbon 13(1):1-18.",NULL,NULL
2430,1982,"Haynes, C. V., Jr., and E. W. Haury. 1982. Archeological investigations at the Lehner site, Arizona, 1974-75. National Geographic Society Research Report 14:325-334.",NULL,NULL
2431,1976,"Haynes, C. V., and A. Long. 1976. Radiocarbon dating at Snaketown. Pages 333-336 in The Hohokam: desert farmers and craftsmen: excavations at Snakestown (E. W. Haury, editor), University of Arizona Press, Tuscon.",NULL,NULL
2432,1987,"Haynes, C. V., Jr., A. Long, and A. J. T. Jull. 1987. Radiocarbon dates at Willcox Playa, Arizona, bracket the Clovis occupation surface. Current Research in the Pleistocene 4:124-126.",NULL,NULL
2433,1983,"Haynes, C. V., M. Stuiver, H. Haas, J. E. King, F. B. King, and J. J. Saunders. 1983. Mid-Wisconsinan radiocarbon dates from mastodon- and mammoth-bearing springs, Ozark Highland, Missouri. Radiocarbon 25(2):381-391.",NULL,NULL
2434,1978,"Haynes, G. 1978. Excavation of a small Virginia cave. Quarterly Bulletin of the Archeological Society of Virginia 32(3):37-41.",NULL,NULL
2436,1987,"Heaton, T. H. 1987. Initial investigation of vertebrate remains from Snake Creek Burial Cave, White Pine County, Nevada. Current Research in the Pleistocene 4:107-109.",NULL,NULL
2437,1988,"Heaton, T. H. 1988. Bears and man at Porcupine Cave, Western Uinta Mountains, Utah. Current Research in the Pleistocene 5:71-73.",NULL,NULL
2438,1990,"Heaton, T. H. 1990. Quaternary mammals of the Great Basin: extinct giants, Pleistocene relicts and recent immigrants. Pages 423-465 in Causes of evolution: a paleontological perspective (R. M. Ross and W. D. Allmon, editors), University of Chicago Press, Chicago.",NULL,NULL
2439,1970,"Heavin, C. G. 1970. Two Nebraska culture storage pits from Doniphan County, Kansas. Plains Anthropologist 15:54-62.",NULL,NULL
2440,1990,"Heckenberg, M. J., J. B. Petersen, and L. A. Basa. 1990. Early Woodland period ritual use of personal adornment at the Boucher site. Annals of the Carnegie Museum 59(3):173-217.",NULL,NULL
2441,1956,"Heizer, R. F., and A. D. Krieger. 1956. The archaeology of Humboldt Cave, Churchill County, Nevada. University of California, Publications in American Archaeology and Ethnology 47(1).",NULL,NULL
2442,1970,"Heizer, R. F., and L. K. Napton. 1970. Archaeology and the prehistoric Great Basin lacustrine subsistence regime as seen from Lovelock Cave, Nevada. University of California, Archaeological Research Facility, Contributions 10.",NULL,NULL
2443,1976,"Heller, M. M. 1976. Zooarchaeology of Tularosa Cave, Catron County, New Mexico. Master's thesis, University of Texas at El Paso.",NULL,NULL
2444,1975,"Hemmings, E. T. 1975. The Silver Springs site, prehistory in the Silver Springs Valley, Florida. Florida Anthropologist 28(4):141-158.",NULL,NULL
2445,1982,"Hemmings, E. T. 1982. Spirit Lake (3LA83): test excavation in a late Caddo site on the Red River. Pages 55-89 in Contributions to the archeology of the Great Bend Region (F. F. Schambach and F. Rackerby, editors). Arkansas Archeological Survey Research Series 22",NULL,NULL
2446,1973,"Hemmings, E. T., and K. A. Deagan. 1973. Excavations on Amelia Island in northeast Florida. Contributions of the Florida State Museum: anthropology and history 18.",NULL,NULL
2447,1969,"Hemmings, E. T., and C. V. Haynes. 1969. The Escapule Mammoth and associated projectile points, San Pedro Valley, Arizona. Journal of the Arizona Academy of Science 5(3):184-188.",NULL,NULL
2448,1985,"Hemmings, E. T., and J. H. House. 1985. The Alexander site. Arkansas Archeological Survey Research Series 24.",NULL,NULL
2449,1970,"Henning, D.R. 1970. Development and interrelationships of Oneota culture in the lower Mississippi River valley. Missouri Archaeologist 32:1-180.",Development and interrelationships of Oneota culture in the lower Mississippi River valley,NULL
2450,1965,"Henrickson, H. C. 1965. Utica Hopewell, a study of early Hopewellian occupation in the Illinois River valley. Illinois Archaeological Survey Bulletin 5:1-67.",NULL,NULL
2451,1978,"Henry, D. O. 1978. Big Hawk Shelter in northeastern Oklahoma: environmental, economic, and cultural changes. Journal of Field Archaeology 5:269-287.",NULL,NULL
2452,1979,"Henry, D. O., B. H. Butler, and S. A. Hall. 1979. The late Prehistoric human ecology of Birch Creek Valley, northeastern Oklahoma. Plains Anthropologist 24:207-238.",NULL,NULL
2453,1984,"Herbort, D. P., and G. Munson. 1984. Archeological investigations at the Ellison's Rock site. Archaeology in Montana 25(2-3):65-121.",NULL,NULL
2454,1942,"Hesse, C. J. 1942. The genus Bootherium with a new record of its occurrence. Bulletin of the Texas Archeological and Paleontological Society 14:77-87.",NULL,NULL
2455,1960,"Hester, J. J. 1960. Pleistocene extinctions and radiocarbon dating. American Antiquity 26:58-77.",NULL,NULL
2456,1972,"Hester, J. J. 1972. Blackwater Locality No. 1: a stratified early man site in eastern New Mexico. Fort Burgwin Research Center Publication 8:1-239.",NULL,NULL
2457,1963,"Hester, J. J., and J. L. Shiner. 1963. Studies at Navajo period sites in the Navajo Reservoir district. Museum of New Mexico Papers in Anthropology 9.",NULL,NULL
2458,1963,"Hester, T. R. 1963. Excavations at the Serraro site, LA4408. Museum of New Mexico Papers in Anthropology 10:44-79.",NULL,NULL
2459,1983,"Hester, T. R. 1983. Late Paleo-indian occupations at Baker Cave, southwestern Texas. Bulletin of the Texas Archeological Society 53:101-119.",NULL,NULL
2460,1972,"Hester, T. R., and T. C. Hill, Jr. 1972. Prehistoric occupation at the Holdsworth and Stewart sites on the Rio Grande Plain of Texas. Bulletin of the Texas Archeological Society 43:33-65.",NULL,NULL
2461,1951,"Hibbard, C. W. 1951. Remains of the barren ground caribou in Pleistocene deposits of Michigan. Papers of the Michigan Academy of Science, Arts, and Letters 37:235-237.",NULL,NULL
2462,1960,"Hibbard, C. W., and F. J. Hinds. 1960. A radiocarbon date for a Woodland musk ox in Michigan. Papers of the Michigan Academy of Science, Arts, and Letters 45:103-111.",NULL,NULL
2463,1951,"Hibben, F. C. 1951. Sites of the Paleo-indian in the middle Rio Grande Valley. American Antiquity 17:41-46.",NULL,NULL
2464,1982,"Hicock, S. R., K. Hobson, and J. E. Armstrong. 1982. Late Pleistocene proboscideans and early Fraser glacial sedimentation in eastern Fraser Lowland, British Columbia. Canadian Journal of Earth Sciences 19:899-906.",NULL,NULL
2465,1990,"Higgins, M. J. 1990. A case of prehistoric bear ceremonialism in the lower Kalamazoo River valley. Michigan Archaeologist 36(3-4):161-170.",NULL,NULL
2466,1978,"Highley, L., C. Graves, C. Land, and G. Judson. 1978. Archeological investigations at Scorpion Cave (41Me7) Medina County, Texas. Bulletin of the Texas Archeological Society 49:139-194.",NULL,NULL
2467,1984,"Hildebrandt, W. R. 1984. Late period hunting adaptations on the north coast of California. Journal of California and Great Basin Anthropology 6(2):189-206.",NULL,NULL
2468,1966,"Hill, F.C. 1966. Animal remains from the Stilwell site, Illinois. Transactions of the Illinois State Academy of Science 59(2):169-173.","Animal remains from the Stilwell site, Illinois",NULL
2469,1972,"Hill, F.C. 1972. Appendix 2: faunal analysis. Pages 98-105 in The Marty Coolidge site Monroe County, Illinois (by L.C. Kuttruff). University Museum Research Records 10. Southern Illinois University, Carbondale, Illinois, USA.",Appendix 2: faunal analysis,NULL
2470,1975,"Hill, F.C. 1975. Animal remains from 24B3-59. Pages 59-74 in M.J. McNerney, editor. Archaeological investigations in the Cedar Creek Reservoir, Jackson County, Illinois. University Museum Research Records, Southern Illinois Studies 12. Southern Illinois University, Carbondale, Illinois, USA.",Animal remains from 24B3-59,NULL
2471,1991,"Hill, M. G. 1991. Non-Bison fauna from the late Prehistoric Glenrock (48CO304) and Wardell (48SU301) sites. Ms. on file, University of Wyoming, Department of Anthropology, Laramie.",NULL,NULL
2472,1968,"Hirshfeld, S. E. 1968. Vertebrate fauna of Nichol's Hammock, a natural trap. Quarterly Journal of the Florida Academy of Sciences 31(3):177-189.",NULL,NULL
2473,1964,"Hoare, R. D. 1964. Radiocarbon date on Pleistocene peccary find in Sandusky County, Ohio. Ohio Journal of Science 64:427.",NULL,NULL
2474,1964,"Hoare, R. D., J. R. Coash, C. Innis, and T. Hole. 1964. Pleistocene peccary Platygonus compressus Leconte from Sandusky County, Ohio. Ohio Journal of Science 64(3):207-214.",NULL,NULL
2475,1969,"Hoff, D. 1969. Mastodon at Marshalls Creek. Pennsylvania Game News 40:3-7.",NULL,NULL
2476,1983,"Hoffman, C. A. 1983. A mammoth kill site in the Silver Springs Run. Florida Anthropologist 36(1-2):83-87.",NULL,NULL
2477,1967,"Hoffman, J. J. 1967. Molstad Village. Smithsonian Institution River Basin Surveys Publications In Salvage Archeology 4.",NULL,NULL
2478,1970,"Hoffman, J. J. 1970. Two Arikara villages: a study in Bad River phase material culture. Open file Report, Midwest Archeological Center National Park Service, Lincoln.",NULL,NULL
2479,1989,"Hoffmeister, D. F. 1989. Mammals of Illinois. University of Illinois Press, Urbana.",NULL,NULL
2480,1971,"Hofman, J. 1971. A surface survey of the Ross site, Cd-69, Caddo County, Oklahoma. Bulletin Of The Oklahoma Anthropological Society 20:101-114.",NULL,NULL
2481,1991,"Hofman, J. L., L. C. Todd, C. B. Shultz, and W. Hendy. 1991. The Lipsomb Bison Quarry: continuing investigation at a Folsom kill-butchery site on the southern plain. Bulletin of the Texas Archeological Society 60:149-191.",NULL,NULL
2482,1986,"Hogan, P. 1986. Excavation at Lemoc Shelter (site 5MT2151), a multiple-occupational Anasazi site. Pages 157-278 in Dolores archeological program: Anasazi communities at Dolores: early small settlements in the Dolores River canyon and western Sagehen flats area (D. Breternitz, editor), Department of the Interior Bureau of Reclamation, Denver.",NULL,NULL
2483,1975,"Holbrook, S. J. 1975. Prehistoric paleoecology of northwestern New Mexico. Ph.D. dissertation, University of California, Berkeley.",NULL,NULL
2484,1977,"Holbrook, S. J. 1977. Rodent faunal turnover and prehistoric community stability in northwestern New Mexico. American Naturalist 111(982):1195-1208.",NULL,NULL
2485,1976,"Holbrook, S. J., and J. C. Mackey. 1976. Prehistoric environmental change in northern New Mexico: evidence from a Gallina phase archaeological site. Kiva 41(3-4):309-317.",NULL,NULL
2486,1952,"Holden, J. 1952. The Bonnell site. Bulletin of the Texas Archeological and Paleontological Society 23:78-132.",NULL,NULL
2487,1937,"Holden, W. C. 1937. Excavation of Murrah Cave. Bulletin of the Texas Archeological Society 9:48-73.",NULL,NULL
2488,1905,"Holland, W. J. 1905. The hyoid bone in Mastodon americanus. Annals of the Carnegie Museum of Natural History 3:464-467.",NULL,NULL
2489,1907,"Holland, W. J. 1907. A preliminary account of the Pleistocene fauna discovered in a cave opened at Frankstown, Pennsylvania in April and May, 1907. Annals of the Carnegie Museum of Natural History 4:228-233.",NULL,NULL
2490,1979,"Holman, J. A. 1979. New fossil vertebrate remains from Michigan. Papers of the Michigan Academy of Science, Arts, and Letters. 11:391-398.",NULL,NULL
2491,1990,"Holman, J. A. 1990. A late Wisconsinan woodland musk ox, Bootherium bombifrons (Harlan), from Montcalm County, Michigan, with remarks on Michigan musk oxen. Michigan Academician 22:1-10.",NULL,NULL
2492,1990,"Holman, J. A. 1990. Vertebrates from the Harper site and rapid climatic warming in Mid-Holocene Michigan. Michigan Academician 22:205-217.",NULL,NULL
2493,1991,"Holman, J. A. 1991. New records of Michigan Pleistocene vertebrates with comments on the Mason-Quimby line. Michigan Academician 23:273-283.",NULL,NULL
2494,1984,"Holman, J. A., and C. J. Clausen. 1984. Fossil vertebrates associated with Paleo-indian artifact at Little Salt Spring, Florida. Journal of Vertebrate Paleontology 4(1):146-154.",NULL,NULL
2495,1986,"Holman, J. A., D. C. Fisher, and R. O. Kapp. 1986. Recent discoveries of fossil vertebrates in the lower peninsula of Michigan. Michigan Academician 18(3):431-463.",NULL,NULL
2496,1987,"Holman, M. B. 1987. Archaeological excavations at 20WA176. Michigan Archaeologist 33:52-117.",NULL,NULL
2497,1988,"Holman, M. B., and R. G. Kingsley. 1988. Archeological investigations at the Caseville Airport site (20HU164) in Huron County, Michigan. Michigan Archaeologist 34:6-40.",NULL,NULL
2498,1967,"Holsinger, J. R. 1967. Some bones and shields from a cave in southwest Virginia. National Speleological Society News 25:198-200.",NULL,NULL
2499,1975,"Hood, C. H., and O. Hawksley. 1975. A Pleistocene fauna from Zoo Cave, Taney County, Missouri. Missouri Speleology 15(1):1-37.",NULL,NULL
2500,1969,"Hopkins, M. L., R. Bonnichsen, and D. Fortsch. 1969. The stratigraphic position and faunal associates of Bison (Gigantobison) latifrons in southeastern Idaho, a progress report. Tebiwa 12(1):1-8.",NULL,NULL
2501,1982,"House, J. H. 1982. Powell Canal. Arkansas Archeological Survey Research Series 19.",NULL,NULL
2502,1968,"Howard, J. H. 1968. Archeological investigations at the Spawn Mound, 39LK201, Lake County, South Dakota. Plains Anthropologist 13(39):132-145.",NULL,NULL
2503,1970,"Howard, J. H. 1970. 1969 archaeological investigations at the Weston and Hogshooter sites, Osage and Washington counties, Oklahoma. Bulletin Of The Oklahoma Anthropological Society 19:61-100.",NULL,NULL
2504,1966,"Howard, J. H., and R. D. Gant. 1966. Archeological salvage investigations in the Gavent Point Reservoir area, Lewis and Clark Lake, Nebraska and South Dakota. South Dakota State Archaeological Commission, Archaeological Studies 11.",NULL,NULL
2505,1967,"Hruska, R. 1967. The Riverside site: a Late Archaic manifestation in Michigan. Wisconsin Archeologist 48(3):145-261.",NULL,NULL
2506,1984,"Hudak, C. M. 1984. Paleoecology of an early Holocene faunal and floral assemblage from the Dows local biota of north-central Iowa. Quaternary Research 21:351-368.",NULL,NULL
2507,1984,"Hudgins, J. D. 1984. A historic Indian site in Wharton County, Texas. Bulletin of the Texas Archeological Society 55:29-52.",NULL,NULL
2508,1974,"Hudson, W. R., W. M. Lynn, and D. Scurlock. 1974. Walker Ranch: an archeological reconnaissance and excavation in northern Bexar County, Texas. Texas Historical Commission Report 26:1-87.",NULL,NULL
2509,1977,"Hughes, D. T. 1977. Prehistoric bison kills in the Texas panhandle and adjacent area. Master's thesis, University of Arkansas, Fayetteville.",NULL,NULL
2510,1961,"Hughes, J. T. 1961. Lake Creek: a Woodland site in the Texas panhandle. Bulletin of the Texas Archeological Society 32:65-84.",NULL,NULL
2511,1991,"Hughes, S. S. 1991. Division of labor at a Besant hunting camp in eastern Montana. Plains Anthropologist Memoir 26:25-49.",NULL,NULL
2512,1992,"Hunt, L. 1992. Mastodont in the classroom. Hoosier Science Teacher 18(1):16-24.",Mastodont in the classroom,NULL
2513,1993,"Hunt, L.L., and R.L. Richards. 1993. The Lewis Mastodont (Mammut americanum) locality, Wabash County, north-central Indiana. Proceedings of the Indiana Academy of Science 101(3-4):221-227.","The Lewis Mastodont (Mammut americanum) locality, Wabash County, north-central Indiana",NULL
2514,1978,"Hurley, W. M. 1978. The Armstrong site: a Silvernale phase Oneota village in Wisconsin. Wisconsin Archeologist 59(1):3-100.",NULL,NULL
2515,1951,"Hurt, W. R. 1951. Report of the investigation of the Swanson site, 39BR16, Brule County, South Dakota. South Dakota Archaeological Commission, Archaeological Studies Circular 3.",NULL,NULL
2516,1952,"Hurt, W. R. 1952. Report of the investigation of the Scalp Creek site 39GR1 and the Ellis Creek site 39GR2 Gregory County, South Dakota. South Dakota Archaeological Commission, Archaeological Studies Circular 4.",NULL,NULL
2517,1953,"Hurt, W. R. 1953. Report of investigation of the Spotted Bear site, 39HU26, and the Cottonwood site, 39HU43, Hughes County, South Dakota. South Dakota Archaeological Commission, Archaeological Studies Circular 6.",NULL,NULL
2518,1957,"Hurt, W. R. 1957. Report of the investigation of the Swan Creek site 39WW7 Walworth County, South Dakota. South Dakota Archaeological Commission, Archaeological Studies Circular 7.",NULL,NULL
2519,1969,"Hurt, W. R. 1969. Report of investigations of the Four Bear site, 39DW2, Dewey County, South Dakota. South Dakota Archaeological Commission, Archaeological Studies Circular 10.",NULL,NULL
2520,1970,"Hurt, W. R. 1970. A report on the investigation of the No Heart Creek site, 39AR2, Dewey County, South Dakota, 1960. Plains Anthropologist 15:169-215.",NULL,NULL
2521,1965,"Husted, W. M. 1965. The Meander site (39LM201) in Fort Randall Reservoir, South Dakota. Plains Anthropologist 10:152-165.",NULL,NULL
2522,1969,"Husted, W. M. 1969. Bighorn Canyon archaeology. Publications in Salvage Archaeology 12, Smithsonian Institution River Basin Surveys.",NULL,NULL
2523,1987,"Indeck, J. 1987. Sediment analysis and mammal faunal remains from Little Box Elder Cave, Wyoming. Ph.D. dissertation, University of Colorado, Boulder.",NULL,NULL
2525,1957,"Irwin, C., and H. Irwin. 1957. The archeology of the Agate Bluff area, Colorado. Plains Anthropologist 8:15-33.",NULL,NULL
2526,1975,"Irwin, H. T. 1975. Catalogue of fossil hominids, part III: Americas, Asia, Australasia. Trustees of the British Museum of Natural History, London.",NULL,NULL
2527,1973,"Irwin-Willaims, C., H. Irwin, G. Agogino, and C. V. Haynes. 1973. Hell Gap: Paleoindian occupation on the High Plains. Plains Anthropologist 18(59):40-53.",NULL,NULL
2528,1979,"Isreal, S. 1979. Re-examination of the Cookson site. Oklahoma Archeological Survey Studies in Oklahoma’s Past 4:9-244.",NULL,NULL
2529,1937,"Jackson, A. T. 1937. Exploration of certain sites in Culberson County, Texas. Bulletin of the Texas Archeological Society 9:146-192.",NULL,NULL
2530,1939,"Jackson, A. T. 1939. A deep archeological site in Travis County, Texas. Bulletin of the Texas Archeological Society 11:203-225.",NULL,NULL
2531,1989,"Jackson, H. E. 1989. Poverty Point adaptive systems in the lower Mississippi Valley: subsistence remains from the J. W. Copes site. North American Archaeologist 10(3):173-204.",NULL,NULL
2532,1986,"Jackson, S. T., D. R. Whitehead, and G. D. Ellis. 1986. Late-glacial and early Holocene vegetational history at the Kolarik Mastodon site, northwestern Indiana. American Midland Naturalist 115(2):361-373.",NULL,NULL
2533,1975,"Jaehnig, M. W. 1975. The prehistoric cultural ecology of eastern Iowa as seen from two Woodland rockshelters. Ph.D. dissertation, University of Wisconsin, Madison.",NULL,NULL
2534,1984,"Jaehnig, M. W. 1984. Archaeological investigations at site 45OK18, Chief Joseph Dam project, Washington. University of Washington, Office of Public Archaeology, Institute for Environmental Studies, Seattle.",NULL,NULL
2535,1984,"Jaehnig, M. W. 1984. Archaeological investigations at site 45DO273, Chief Joseph Dam project, Washington. University of Washington, Office of Public Archaeology, Institute for Environmental Studies, Seattle.",NULL,NULL
2536,1985,"Jaehnig, M. W. 1985. Archaeological excavations at site 45OK258, Chief Joseph Dam project, Washington. University of Washington, Office of Public Archaeology, Institute for Environmental Studies, Seattle.",NULL,NULL
2537,1976,"Jaffee, H. 1976. Preliminary report on a midden mound and burial mound of the Boynton Mound complex (8/PB56). Florida Anthropologist 29(4):145-152.",NULL,NULL
2538,1978,"Jahn, O. L., and R. P. Bullen. 1978. The Tick Island site, St. Johns River, Florida. Florida Anthropological Society Publication 10.",NULL,NULL
2539,1983,"James, S. R., and J. Pecotte. 1983. Archeofauna from Aspen Shelter, Sevier County, Utah. Tebiwa 20:35-42.",NULL,NULL
2540,1968,"Janzen, D. E. 1968. Excavation and survey at Burnt Bluff in 1965. Pages 61-94 in The prehistory of the Burnt Bluff area (J. E. Fitting, editor), University of Michigan, Museum of Anthropology, Anthropological Papers 34.",NULL,NULL
2541,1982,"Jefferies, R. W., and B. M. Butler, editors. 1982. The Carrier Mills archaeological project—human adaptation in the Saline Valley, Illinois. 2 volumes.  Research Paper 33. Center for Archaeological Investigations. Southern Illinois University, Carbondale, Illinois, USA.",NULL,NULL
2542,1982,"Jefferson, G. T. 1982. Late Pleistocene vertebrates from a Mormon Mountain cave in southern Nevada. Bulletin of the Southern California Academy of Sciences 81(3):121-127.",NULL,NULL
2543,1983,"Jefferson, G. T. 1983. A fragment of human skull from Schuiling Cave, Mojave Desert, California. Bulletin of the Southern California Academy of Sciences 82(2): 98-102.",NULL,NULL
2544,1988,"Jefferson, G. T. 1988. Late Pleistocene large mammalian herbivores: implications for early human hunting patterns in southern California. Bulletin of the Southern California Academy of Sciences 87:89-103.",NULL,NULL
2545,1989,"Jefferson, G. T. 1989. Late Pleistocene and earliest Holocene fossil localities and vertebrate taxa from the western Mojave Desert. Pages 27-40 in The west-central Mojave Desert: Quaternary studies between Kramer and Afton Canyon (R. E. Reynolds, editor), San Bernardino County Museum Association, Redlands.",NULL,NULL
